"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";"Characteristics:Время ремонта";"Characteristics:Время чистки";"Characteristics:Объем оперативной памяти";"Characteristics:Объем встроенной памяти";Characteristics:Цвет;Weight;Length;Width;Height
404309621502;;;;"iPhone 7;Ремонт";"Чистка от пыли (без разбора) на iPhone 7";"Чистка динамиков и разъема зарядки на iPhone 7, 7 Plus в сервисном центре ""Bee Service"".";"Чистка динамиков и разъема зарядки на iPhone 7, 7 Plus в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;300.00;;;;;YM3TkhIex3SCE86oJ2AK;;;"30 мин.";;;;0;0;0;0
313503807172;;;;"iPhone 7;Ремонт";"Перенос данных на iPhone 7";"Перенос данных на iPhone 7, 7 Plus в сервисном центре ""Bee Service"".";"Перенос данных на iPhone 7, 7 Plus в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor3231-3461-4537-a263-653964313937/11777311.png;500.00;;;;;hAvRj7BEKvrXILS1ctte;;;;;;;0;0;0;0
982871741262;;;;"iPhone 7;Ремонт";"Чистка динамика, микрофонов от пыли (с разбором) на iPhone 7";"Чистка динамика, микрофонов от пыли (с разбором) на iPhone 7, 7 Plus в сервисном центре ""Bee Service"".";"Чистка динамика, микрофонов от пыли (с разбором) на iPhone 7, 7 Plus в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;1000.00;;;;;fArPzCkndoHNFltClXmh;;;"2 часа";;;;0;0;0;0
655443839652;;;;"iPhone 7;Ремонт";"Замена стекла основной камеры на iPhone 7";"Замена стекла основной камеры на iPhone 7, 7 Plus в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена стекла основной камеры на iPhone 7, 7 Plus в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6661-3765-4764-b035-356663306533/86574713.png;500.00;;;;;115LOXSjjUYFErKkjP7i;;"1 час";;;;;0;0;0;0
143856872302;;;;"iPhone 7;Ремонт";"Замена нижнего динамика на iPhone 7";"Замена нижнего динамика на iPhone 7, 7 Plus в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена нижнего динамика на iPhone 7, 7 Plus в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;1000.00;;;;;bXbuYOf2COntJeefZcZO;;"2 часа";;;;;0;0;0;0
129161951392;;;;"iPhone 7;Ремонт";"Разблокировка iCloud, код-пароля на iPhone 7";"Разблокировка iCloud, код-пароля на iPhone 7, 7 Plus в сервисном центре ""Bee Service"". Цена указана за разблокировку код-пароля, цену разблокировки iCloud вы можете узнать в онлайн-чате или позвонив нам.";"Разблокировка iCloud, код-пароля на iPhone 7, 7 Plus в сервисном центре ""Bee Service"". Цена указана за разблокировку код-пароля, цену разблокировки iCloud вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3964-3836-4464-b937-643131616132/77683804.png;1000.00;;;;;tmbbKgJZvZOKNXICCYxc;;"До 7 дней";;;;;0;0;0;0
602887438412;;;;"iPhone 7;Ремонт";"Активация и настройка Apple ID на iPhone 7";"Активация и настройка Apple ID на iPhone 7, 7 Plus в сервисном центре ""Bee Service"".";"Активация и настройка Apple ID на iPhone 7, 7 Plus в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor3261-6565-4231-b638-396264646366/96498233.png;500.00;;;;;jn8varIL5X8Fdu2mYUYS;;;;;;;0;0;0;0
941609081292;;;;"iPhone 7;Ремонт";"Замена микрофона на iPhone 7";"Замена микрофона на iPhone 7, 7 Plus в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена микрофона на iPhone 7, 7 Plus в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6435-6466-4134-a337-306338623766/73044951.png;1500.00;;;;;dKtI5GMZl6apRx0oAmhL;;"2 часа";;;;;0;0;0;0
666548561152;;;;"iPhone 8;Ремонт";"Замена дисплея на iPhone 8 / SE2";"Замена дисплея на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена дисплея на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6536-6163-4831-b661-666433353362/56869158.png;1500.00;;;;;4SSPZ0ucAVtfUH2J2myM;;"2-3 часа";;;;;0;0;0;0
401860586392;;;;"iPhone 8;Ремонт";"Замена аккумулятора на iPhone 8 / SE2";"Замена аккумулятора (акб) на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена аккумулятора (акб) на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3864-3164-4433-b235-663931363462/10984035.png;1000.00;;;;;NO85oTdhD0tKr26kR4Yu;;"2 часа";;;;;0;0;0;0
667197164292;;;;"iPhone 8;Ремонт";"Замена задней крышки на iPhone 8 / SE2";"Замена задней крышки на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена задней крышки на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3736-3435-4234-a135-393436343066/55812130.png;3000.00;;;;;hApbvEvJplVLeFMLmyGb;;"3-4 часа";;;;;0;0;0;0
775343718732;;;;"iPhone 8;Ремонт";"Замена разъема зарядки на iPhone 8 / SE2";"Замена разъема зарядки на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена разъема зарядки на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3838-3833-4630-b230-383238666361/25885160.png;1500.00;;;;;YTFS3iY55hu9StMmJVkT;;"2 часа";;;;;0;0;0;0
364555862222;;;;"iPhone 8;Ремонт";"Замена вибромотора на iPhone 8 / SE2";"Замена вибромотора на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена вибромотора на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6537-3062-4433-b836-663961623038/19929949.png;1000.00;;;;;fXtMBy9Y4axt95cJ4hAc;;"2 часа";;;;;0;0;0;0
925058193192;;;;"iPhone 8;Ремонт";"Замена передней камеры на iPhone 8 / SE2";"Замена передней камеры на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена передней камеры на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6561-3030-4630-b339-653633613733/79232881.png;1000.00;;;;;IgMXnG1LjLykJ1cuXA5O;;"2 часа";;;;;0;0;0;0
677389896572;;;;"iPhone 8;Ремонт";"Замена основной камеры на iPhone 8 / SE2";"Замена основной камеры на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена основной камеры на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6561-3030-4630-b339-653633613733/79232881.png;1000.00;;;;;ps65lcTNzMEonkcPCLZH;;"2 часа";;;;;0;0;0;0
999047088792;;;;"iPhone 8;Ремонт";"Замена корпуса на iPhone 8 / SE2";"Замена корпуса на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена корпуса на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6364-6332-4239-b365-326438303464/26845348.png;2000.00;;;;;6YasTHjjYXncSGvBOpR0;;"4 часа";;;;;0;0;0;0
306762131382;;;;"iPhone 8;Ремонт";"Замена кнопок громкости на iPhone 8 / SE2";"Замена кнопок громкости на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопок громкости на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1500.00;;;;;RXDy5vzoh0a5asYEHK2P;;"2 часа";;;;;0;0;0;0
580078256832;;;;"iPhone 8;Ремонт";"Замена кнопки включения на iPhone 8 / SE2";"Замена кнопки включения на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопки включения на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1500.00;;;;;poHbKZ7kXFPcggNU4ATV;;"2 часа";;;;;0;0;0;0
471647325072;;;;"iPhone 8;Ремонт";"Замена кнопки переключения вибро на iPhone 8 / SE2";"Замена кнопки переключения вибро на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопки переключения вибро на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1500.00;;;;;9BBHerom1xrEc8ikK11D;;"2 часа";;;;;0;0;0;0
480300253522;;;;"iPhone 8;Ремонт";"Замена верхнего динамика на iPhone 8 / SE2";"Замена верхнего динамика на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена верхнего динамика на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;1000.00;;;;;uv3ARMA3EPmT3jpprNH7;;"2 часа";;;;;0;0;0;0
321258018452;;;;"iPhone 8;Ремонт";"Чистка от пыли (без разбора) на iPhone 8 / SE2";"Чистка динамиков и разъема зарядки на iPhone 8 / SE2 в сервисном центре ""Bee Service"".";"Чистка динамиков и разъема зарядки на iPhone 8 / SE2 в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;300.00;;;;;EsZMyH1fXmOePfo21ejx;;;"30 мин.";;;;0;0;0;0
561626698332;;;;"iPhone 8;Ремонт";"Перенос данных на iPhone 8 / SE2";"Перенос данных на iPhone 8 / SE2 в сервисном центре ""Bee Service"".";"Перенос данных на iPhone 8 / SE2 в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor3231-3461-4537-a263-653964313937/11777311.png;500.00;;;;;8IlrVvsj6LurCxHGjjok;;;;;;;0;0;0;0
576352357272;;;;"iPhone 8;Ремонт";"Чистка динамика, микрофонов от пыли (с разбором) на iPhone 8 / SE2";"Чистка динамика, микрофонов от пыли (с разбором) на iPhone 8 / SE2 в сервисном центре ""Bee Service"".";"Чистка динамика, микрофонов от пыли (с разбором) на iPhone 8 / SE2 в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;1500.00;;;;;kbf6VDN1bXtOSAXbfiIU;;;"2 часа";;;;0;0;0;0
358121740702;;;;"iPhone 8;Ремонт";"Замена стекла основной камеры на iPhone 8 / SE2";"Замена стекла основной камеры на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена стекла основной камеры на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6661-3765-4764-b035-356663306533/86574713.png;500.00;;;;;Zb4CLSZpCiSVo2B8HgOa;;"1 час";;;;;0;0;0;0
673260338542;;;;"iPhone 8;Ремонт";"Замена нижнего динамика на iPhone 8 / SE2";"Замена нижнего динамика на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена нижнего динамика на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;1500.00;;;;;lEZLEskEgTbU2ONi5c9l;;"2 часа";;;;;0;0;0;0
277762266372;;;;"iPhone 8;Ремонт";"Разблокировка iCloud, код-пароля на iPhone 8 / SE2";"Разблокировка iCloud, код-пароля на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за разблокировку код-пароля, цену разблокировки iCloud вы можете узнать в онлайн-чате или позвонив нам.";"Разблокировка iCloud, код-пароля на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за разблокировку код-пароля, цену разблокировки iCloud вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3964-3836-4464-b937-643131616132/77683804.png;1500.00;;;;;3Au710shK9I242SnM9xz;;"До 7 дней";;;;;0;0;0;0
900877638992;;;;"iPhone 8;Ремонт";"Активация и настройка Apple ID на iPhone 8 / SE2";"Активация и настройка Apple ID на iPhone 8 / SE2 в сервисном центре ""Bee Service"".";"Активация и настройка Apple ID на iPhone 8 / SE2 в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor3261-6565-4231-b638-396264646366/96498233.png;500.00;;;;;ez1Pvo5kayTZ8rBcu5ZI;;;;;;;0;0;0;0
963717030202;;;;"iPhone 8;Ремонт";"Замена микрофона на iPhone 8 / SE2";"Замена микрофона на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена микрофона на iPhone 8 / SE2 в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6435-6466-4134-a337-306338623766/73044951.png;1500.00;;;;;1hygACFyDT0d2XO5mVb3;;"2 часа";;;;;0;0;0;0
319048885362;;;;"iPhone X;Ремонт";"Замена дисплея на iPhone X";"Замена дисплея на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена дисплея на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6536-6163-4831-b661-666433353362/56869158.png;1500.00;;;;;2lKNIXL6uG4IlJ9yjIJb;;"2-3 часа";;;;;0;0;0;0
829604507152;;;;"iPhone X;Ремонт";"Замена аккумулятора на iPhone X";"Замена аккумулятора (акб) на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена аккумулятора (акб) на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3864-3164-4433-b235-663931363462/10984035.png;1500.00;;;;;SaKffu7Z4HMRxa6trdrx;;"2 часа";;;;;0;0;0;0
581894443992;;;;"iPhone X;Ремонт";"Замена задней крышки на iPhone X";"Замена задней крышки на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена задней крышки на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3736-3435-4234-a135-393436343066/55812130.png;3500.00;;;;;GC6bMuCUArXveHZ04dsJ;;"3-4 часа";;;;;0;0;0;0
169842110922;;;;"iPhone X;Ремонт";"Замена разъема зарядки на iPhone X";"Замена разъема зарядки на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена разъема зарядки на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3838-3833-4630-b230-383238666361/25885160.png;1500.00;;;;;NYNrfA2ate560enP9hO1;;"2 часа";;;;;0;0;0;0
506257179862;;;;"iPhone X;Ремонт";"Замена вибромотора на iPhone X";"Замена вибромотора на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена вибромотора на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6537-3062-4433-b836-663961623038/19929949.png;1000.00;;;;;1tLEAJzZck42dJ9YSZcM;;"2 часа";;;;;0;0;0;0
304717101042;;;;"iPhone X;Ремонт";"Замена передней камеры на iPhone X";"Замена передней камеры на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена передней камеры на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6561-3030-4630-b339-653633613733/79232881.png;2000.00;;;;;slmpTuyPXVkaO4XaEfVy;;"2 часа";;;;;0;0;0;0
625717001002;;;;"iPhone X;Ремонт";"Замена основной камеры на iPhone X";"Замена основной камеры на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена основной камеры на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6561-3030-4630-b339-653633613733/79232881.png;1000.00;;;;;cOnsx9GBOj2xclUCD85E;;"2 часа";;;;;0;0;0;0
292083532122;;;;"iPhone X;Ремонт";"Замена корпуса на iPhone X";"Замена корпуса на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена корпуса на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6364-6332-4239-b365-326438303464/26845348.png;3000.00;;;;;R68DeomMyIhTmnUOhojP;;"4 часа";;;;;0;0;0;0
191137325852;;;;"iPhone X;Ремонт";"Замена кнопок громкости на iPhone X";"Замена кнопок громкости на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопок громкости на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1500.00;;;;;IMRK1ggvZ20KGyGxi6df;;"2 часа";;;;;0;0;0;0
827349396632;;;;"iPhone X;Ремонт";"Замена кнопки включения на iPhone X";"Замена кнопки включения на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопки включения на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1500.00;;;;;f58Gibgtd8XuOs8eJ5O2;;"2 часа";;;;;0;0;0;0
289690189462;;;;"iPhone X;Ремонт";"Замена кнопки переключения вибро на iPhone X";"Замена кнопки переключения вибро на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопки переключения вибро на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1500.00;;;;;dmB1U0cNcJo3pZX6eCC1;;"2 часа";;;;;0;0;0;0
813276602362;;;;"iPhone X;Ремонт";"Замена верхнего динамика на iPhone X";"Замена верхнего динамика на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена верхнего динамика на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;2000.00;;;;;45J80ac52d31Ieveh7rT;;"2 часа";;;;;0;0;0;0
600946086372;;;;"iPhone X;Ремонт";"Чистка от пыли (без разбора) на iPhone X";"Чистка динамиков и разъема зарядки на iPhone X в сервисном центре ""Bee Service"".";"Чистка динамиков и разъема зарядки на iPhone X в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;300.00;;;;;FlKpz0lKn9rOiPvncCB5;;;"30 мин.";;;;0;0;0;0
651813650232;;;;"iPhone X;Ремонт";"Перенос данных на iPhone X";"Перенос данных на iPhone X в сервисном центре ""Bee Service"".";"Перенос данных на iPhone X в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor3231-3461-4537-a263-653964313937/11777311.png;500.00;;;;;IzGv9NMkc0jJuuRvJcco;;;;;;;0;0;0;0
888456777552;;;;"iPhone X;Ремонт";"Чистка динамика, микрофонов от пыли (с разбором) на iPhone X";"Чистка динамика, микрофонов от пыли (с разбором) на iPhone X в сервисном центре ""Bee Service"".";"Чистка динамика, микрофонов от пыли (с разбором) на iPhone X в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;1500.00;;;;;myM4UzvBZAD7BEjY8Xf2;;;"2 часа";;;;0;0;0;0
165453089922;;;;"iPhone X;Ремонт";"Замена стекла основной камеры на iPhone X";"Замена стекла основной камеры на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена стекла основной камеры на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6661-3765-4764-b035-356663306533/86574713.png;500.00;;;;;cuhxTCVCXuUv8k9FBl2m;;"1 час";;;;;0;0;0;0
664573626802;;;;"iPhone X;Ремонт";"Замена нижнего динамика на iPhone X";"Замена нижнего динамика на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена нижнего динамика на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;1500.00;;;;;61HGm9Hyb4SeuPJl3uAS;;"2 часа";;;;;0;0;0;0
815451625852;;;;"iPhone X;Ремонт";"Разблокировка iCloud, код-пароля на iPhone X";"Разблокировка iCloud, код-пароля на iPhone X в сервисном центре ""Bee Service"". Цена указана за разблокировку код-пароля, цену разблокировки iCloud вы можете узнать в онлайн-чате или позвонив нам.";"Разблокировка iCloud, код-пароля на iPhone X в сервисном центре ""Bee Service"". Цена указана за разблокировку код-пароля, цену разблокировки iCloud вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3964-3836-4464-b937-643131616132/77683804.png;1500.00;;;;;MvVHhKiNiFfZra7m9b3E;;"До 7 дней";;;;;0;0;0;0
232404049182;;;;"iPhone X;Ремонт";"Активация и настройка Apple ID на iPhone X";"Активация и настройка Apple ID на iPhone X в сервисном центре ""Bee Service"".";"Активация и настройка Apple ID на iPhone X в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor3261-6565-4231-b638-396264646366/96498233.png;500.00;;;;;KgJvKajMEFLooFTl47BA;;;;;;;0;0;0;0
262128784192;;;;"iPhone X;Ремонт";"Замена микрофона на iPhone X";"Замена микрофона на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена микрофона на iPhone X в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6435-6466-4134-a337-306338623766/73044951.png;1500.00;;;;;cMZX5CcAgUXgK9rFtmeH;;"2 часа";;;;;0;0;0;0
584860067542;;;;"iPhone XR / XS;Ремонт";"Замена дисплея на iPhone XR / XS";"Замена дисплея на iPhone XR, XS, XS Max в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена дисплея на iPhone XR, XS, XS Max в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6536-6163-4831-b661-666433353362/56869158.png;1500.00;;;;;xf19fXI7yx5VejhKTFyi;;"2-3 часа";;;;;0;0;0;0
